Title,Movie ID,Genre,Production Company,Budget,Revenue,Overview,Release Date
The Warlords,14392,Action,China Film Group Corporation (CFGC),40000000,0,"A heroic tale of three blood brothers and their struggle in the midst of war and political upheaval. It is based on ""The Assassination of Ma,"" a Qing Dynasty (1644-1911) story about the killing of general Ma Xinyi.",2007-12-12
Hot Rod,10074,Action,Paramount,0,14334401,"For Rod Kimball, performing stunts is a way of life, even though he is rather accident-prone. Poor Rod cannot even get any respect from his stepfather, Frank, who beats him up in weekly sparring matches. When Frank falls ill, Rod devises his most outrageous stunt yet to raise money for Frank's operation -- and then Rod will kick Frank's butt.",2007-08-03
White Noise 2: The Light,7006,Thriller,Brightlight Pictures,0,0,"A man's family brought back from the verge of death, he then discovers he can identify people who are about to die.",2007-01-05
Island of Lost Souls,13626,Action,Memfis Film,0,0,"14-year-old Lulu moves to a small provincial town with her mother and younger brother. One night, her brother is struck by a beam of white light - actually the spirit of Herman Hartmann from the 19th-century. To her despair, Lulu realizes that Herman has possessed her brother, and the two of them are whirled into a fevered adventure.",2007-02-09
Elizabeth: The Golden Age,4517,Drama,Universal Pictures,55000000,74237563,"When Queen Elizabeth's reign is threatened by ruthless familial betrayal and Spain's invading army, she and her shrewd adviser must act to safeguard to the lives of her people.",2007-09-09
Fred Claus,5375,Action,Jessie Nelson Productions,100000000,97838349,"Fred Claus and Santa Claus have been estranged brothers for many years. Now Fred must reconcile his differences with his brother whom he believes overshadows him. When an efficiency expert assesses the workings at the North Pole and threatens to shut Santa down, Fred must help his brother to save Christmas.",2007-11-03
Freedom Writers,1646,Crime,Double Feature Films,21000000,41170784,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",2007-01-05
The Last Mimzy,2267,Family,Michael Phillips Productions,0,27297450,"Two siblings begin to develop special talents after they find a mysterious box of toys, and soon their parents and even their teacher are drawn into a strange new world – and find a task ahead of them that is far more important than any of them could imagine.",2007-02-09
The Babysitters,13078,Drama,Upload Films,0,44852,"Seventeen-year-old Shirley is a good student who works as a babysitter in order to make money for college. One night Michael, a father Shirley works for, confesses he's unhappy with married life. Shirley has a crush on Michael, and seizes this moment to kiss him. Michael is so happy he presents Shirley with a big tip, which gives her an idea. Shirley plans to make extra money by setting up her teenage friends with other unhappy fathers.",2007-09-11
Control,5708,Drama,Becker International,0,8159508,"Control is the biography of Joy Division lead singer Ian Curtis, taking his story from schoolboy days of 1973 to his suicide on the eve of the band's first American tour in 1980.",2007-09-26
The Condemned,14636,Action,LionsGate,0,8642858,"Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor.",2007-04-27
Dan in Real Life,7211,Comedy,Touchstone Pictures,25000000,68377859,"Advice columnist, Dan Burns is an expert on relationships, but somehow struggles to succeed as a brother, a son and a single parent to three precocious daughters. Things get even more complicated when Dan finds out that the woman he falls in love with is actually his brother's new girlfriend.",2007-10-26
Transformers,1858,Adventure,Hasbro Studios,150000000,709709780,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",2007-06-27
Flawless,13195,Crime,Magnolia Pictures,20000000,6819587,"A female executive (Demi Moore) and a night janitor (Michael Caine) conspire to commit a daring diamond heist from their mutual employer, The London Diamond Corporation.",2007-09-01
Return to House on Haunted Hill,13564,Horror,Dark Castle Entertainment,0,0,"Eight years have passed since Sara Wolfe and Eddie Baker escaped the House on Haunted Hill. Now the kidnapped Ariel, Sara's sister, goes inside the house with a group of treasure hunters to find the statue of Baphomet, worth millions and believed to be the cause of the House's evil.",2007-10-03
The Invasion,4858,Science Fiction,Village Roadshow Pictures,80000000,15071514,"Washington, D.C. psychologist Carol Bennell and her colleague Dr. Ben Driscoll are the only two people on Earth who are aware of an epidemic running rampant through the city. They discover an alien virus aboard a crashed space shuttle that transforms anyone who comes into contact with it into unfeeling drones while they sleep. Carol realizes her son holds the key to stopping the spread of the plague and she races to find him before it is too late.",2007-08-17
Then She Found Me,13196,Comedy,Killer Films,0,0,"A New York schoolteacher hits a midlife crisis when, in quick succession, her husband leaves, her adoptive mother dies and her biological mother, an eccentric talk show host, materializes and turns her life upside down as she begins a courtship with the father of one of her students.",2007-09-07
Jack Brooks: Monster Slayer,16205,Action,Sound Venture Productions,0,0,"As a child Jack Brooks witnessed the brutal murder of his family. Now a young man he struggles with a pestering girlfriend, therapy sessions that resolve nothing, and night classes that barely hold his interest. After unleashing an ancient curse, Jack's Professor undergoes a transformation into something not-quite- human, and Jack is forced to confront some old demons... along with a few new ones.",2007-10-09
No Reservations,3638,Comedy,Castle Rock Entertainment,28000000,92601050,"Master chef Kate Armstrong runs her life and her kitchen with intimidating intensity. However, a recipe for disaster may be in the works when she becomes the guardian of her young niece while crossing forks with the brash sous-chef who just joined her staff. Though romance blooms in the face of rivalry, Kate needs to look outside the kitchen to find true happiness.",2007-07-25
We Own the Night,2001,Drama,Industry Entertainment,21000000,54926886,A New York nightclub manager tries to save his brother and father from Russian mafia hitmen.,2007-05-25
Love in the Time of Cholera,6639,Drama,New Line Cinema,45000000,4607608,"In Colombia just after the Great War, an old man falls from a ladder; dying, he professes great love for his wife. After the funeral, a man calls on the widow - she dismisses him angrily. Flash back more than 50 years to the day Florentino Ariza, a telegraph boy, falls in love with Fermina Daza, the daughter of a mule trader.",2007-10-04
The Invisible,9785,Crime,Sonet Film AB,30000000,26810113,After an attack leaves him in limbo -- invisible to the living and also near death -- a teenager discovers the only person who might be able help him is his attacker.,2007-04-27
Persepolis,2011,Animation,Société des Producteurs de L'Angoa,7300000,0,"In 1970s Iran, Marjane 'Marji' Statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.",2007-05-23
"4 Months, 3 Weeks and 2 Days",2009,Drama,"Hubert Bals Fund of the Rotterdam Festival, The",852510,1185783,"Gabita is pregnant, abortion is strictly forbidden in Romania during the communist regime. Despite this it is common practice and Gabita wants an abortion. The movie follows her and her friend Otilia during the day she has made the appointment with Mr. Bebe to have the abortion.",2007-08-24
